Root path: ../../graphs/oecd/
Sample Size: 100

type; dataset; language; mean; stdgml; Psychology; bat-smg; 0.0; 0.0
gml; Psychology; eu; 0.2533333333333333; 0.283313724811677
gml; Psychology; fi; 0.0; 0.0
gml; Psychology; id; 0.0; 0.0
gml; Psychology; lb; 0.0; 0.0
gml; Psychology; ast; 0.0; 0.0
gml; Psychology; eo; 0.14; 0.18366636418607882
gml; Psychology; sco; 0.0; 0.0
gml; Psychology; ar; 0.0; 0.0
gml; Psychology; fr; 0.04666666666666666; 0.11566234381931648
gml; Psychology; br; 0.0; 0.0
gml; Psychology; csb; 0.0; 0.0
gml; Psychology; mr; 0.0; 0.0
gml; Psychology; tr; 0.17; 0.375632799419859
gml; Psychology; lv; 0.0; 0.0
gml; Psychology; el; 0.0; 0.0
gml; Psychology; hr; 0.22; 0.41424630354415964
gml; Psychology; nn; 0.16; 0.36660605559646725
gml; Psychology; crh; 0.0; 0.0
gml; Psychology; xmf; 0.0; 0.0
gml; Psychology; es; 0.01; 0.05686240703077326
gml; Psychology; pl; 0.06; 0.23748684174075835
gml; Psychology; vi; 0.0; 0.0
gml; Psychology; zh-yue; 0.0; 0.0
gml; Psychology; gd; 0.0; 0.0
gml; Psychology; uk; 0.0; 0.0
gml; Psychology; de; 0.04; 0.19595917942265423
gml; Psychology; gom; 0.0; 0.0
gml; Psychology; diq; 0.0; 0.0
gml; Psychology; kn; 0.0; 0.0
gml; Psychology; ml; 0.0; 0.0
gml; Psychology; sh; 0.0; 0.0
gml; Psychology; et; 0.0; 0.0
gml; Psychology; cs; 0.04; 0.19595917942265426
gml; Psychology; nl; 0.0; 0.0
gml; Psychology; pt; 0.0; 0.0
gml; Psychology; sd; 0.0; 0.0
gml; Psychology; ro; 0.0; 0.0
gml; Psychology; sq; 0.0; 0.0
gml; Psychology; ja; 0.0; 0.0
gml; Psychology; ne; 0.0; 0.0
gml; Psychology; min; 0.0; 0.0
gml; Psychology; fy; 0.0; 0.0
gml; Psychology; be-tarask; 0.0; 0.0
gml; Psychology; be; 0.0; 0.0
gml; Psychology; is; 0.0; 0.0
gml; Psychology; ta; 0.0; 0.0
gml; Psychology; hy; 0.0; 0.0
gml; Psychology; cy; 0.0; 0.0
gml; Psychology; simple; 0.12000000000000002; 0.19731531449264988
gml; Psychology; la; 0.0; 0.0
gml; Psychology; ka; 0.0; 0.0
gml; Psychology; it; 0.05; 0.2179449471770337
gml; Psychology; he; 0.0; 0.0
gml; Psychology; da; 0.0; 0.0
gml; Psychology; arc; 0.0; 0.0
gml; Psychology; fa; 0.0; 0.0
gml; Psychology; scn; 0.0; 0.0
gml; Psychology; wa; 0.645; 0.22688102609076854
gml; Psychology; en; 0.02128205128205128; 0.04221902129809307
gml; Psychology; tl; 0.46; 0.49839743177508444
gml; Psychology; sk; 0.12; 0.32496153618543844
gml; Psychology; sw; 0.0; 0.0
gml; Psychology; th; 0.0; 0.0
gml; Psychology; ku; 0.0; 0.0
gml; Psychology; sr; 0.0; 0.0
gml; Psychology; sv; 0.0; 0.0
gml; Psychology; oc; 0.0; 0.0
gml; Psychology; li; 0.0; 0.0
gml; Psychology; no; 0.0; 0.0
gml; Psychology; bg; 0.0; 0.0
gml; Psychology; ky; 0.0; 0.0
gml; Psychology; bn; 0.0; 0.0
gml; Psychology; hyw; 0.0; 0.0
gml; Psychology; or; 0.0; 0.0
gml; Psychology; chr; 0.0; 0.0
